"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A920","2019-10-01 08:00:00","196.000","246.000","5.600","22.100","1.000","983.200","","24.000","13.200","262.000","","22.400","","21.800",""
"C0A940","2019-10-01 08:00:00","49.000","297.000","3.600","23.500","0.900","1000.700","","40.000","14.300","309.000","","23.700","","22.500",""
"C0S740","2019-10-01 08:00:00","289.000","0.000","0.200","24.500","0.860","974.200","","0.000","-99.000","-99.000","-99.000","24.500","","20.200",""
"C0U980","2019-10-01 08:00:00","573.000","323.000","12.800","20.400","0.990","941.000","","19.500","23.200","330.000","","20.600","","20.200",""
"C0V250","2019-10-01 08:00:00","298.000","350.000","2.200","25.100","0.830","976.000","","2.000","-99.000","-99.000","-99.000","25.400","","21.700",""
"C0AH70","2019-10-01 08:00:00","34.000","281.000","1.800","24.100","0.830","1003.600","","10.500","7.500","238.000","","25.000","","23.700",""
"C0M760","2019-10-01 08:00:00","40.000","46.000","1.000","-99.000","0.760","1005.500","","4.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0O950","2019-10-01 08:00:00","4.000","351.000","1.400","27.400","0.760","1008.600","","0.000","-99.000","-99.000","-99.000","27.400","","25.500",""
"C0F9A0","2019-10-01 08:00:00","425.000","319.000","0.500","22.100","0.970","961.700","","8.500","-99.000","-99.000","-99.000","22.500","","21.500",""
"C0A9F0","2019-10-01 08:00:00","35.000","292.000","1.000","23.700","1.000","1003.700","","18.500","-99.000","-99.000","-99.000","24.400","","23.400",""
"C0I460","2019-10-01 08:00:00","110.000","198.000","2.200","24.900","0.920","997.100","","11.500","-99.000","-99.000","-99.000","24.900","","23.800",""
"C0I410","2019-10-01 08:00:00","180.000","197.000","1.000","23.900","0.940","989.300","","16.500","-99.000","-99.000","-99.000","23.900","","22.500",""
"C0M410","2019-10-01 08:00:00","245.000","65.000","1.000","23.800","0.970","978.500","","13.500","-99.000","-99.000","-99.000","23.800","","22.300",""
"C0F9Z0","2019-10-01 08:00:00","3193.000","267.000","2.600","9.300","1.000","693.900","","40.500","10.700","235.000","","9.500","","8.300",""
"C0G810","2019-10-01 08:00:00","26.000","124.000","0.600","26.000","0.930","1006.300","","4.000","-99.000","-99.000","-99.000","26.000","","24.800",""
"C0U650","2019-10-01 08:00:00","442.000","259.000","1.500","25.500","0.680","957.300","","3.000","-99.000","-99.000","-99.000","25.600","","21.900",""
"C0D660","2019-10-01 08:00:00","65.000","205.000","2.600","23.600","0.920","1000.900","","8.000","-99.000","-99.000","-99.000","24.800","","23.300",""
"C0E540","2019-10-01 08:00:00","32.000","158.000","0.600","23.800","0.960","1005.300","","6.000","-99.000","-99.000","-99.000","24.000","","23.000",""
"C0W170","2019-10-01 08:00:00","42.000","262.000","5.200","26.100","0.720","997.900","","1.000","14.400","290.000","","26.100","","23.600",""
"C0Z150","2019-10-01 08:00:00","27.000","195.000","0.600","26.200","0.910","1002.900","","0.000","-99.000","-99.000","-99.000","26.200","","23.700",""
"C0S840","2019-10-01 08:00:00","22.000","259.000","1.900","29.700","0.610","1003.500","","0.000","8.200","244.000","","29.700","","26.500",""
"C0H9A0","2019-10-01 08:00:00","1595.000","80.000","0.900","16.200","0.990","844.500","","25.000","-99.000","-99.000","-99.000","16.300","","15.700",""
"C0Z300","2019-10-01 08:00:00","182.000","45.000","0.800","24.400","0.990","986.400","","0.000","-99.000","-99.000","-99.000","24.700","","21.000",""
"C0G730","2019-10-01 08:00:00","27.000","140.000","1.100","25.200","0.920","1007.200","","1.500","-99.000","-99.000","-99.000","25.500","","23.800",""
"C0V730","2019-10-01 08:00:00","33.000","354.000","3.000","27.200","0.890","1006.700","","0.000","-99.000","-99.000","-99.000","27.200","","25.200",""
"C0SA00","2019-10-01 08:00:00","466.000","275.000","0.700","28.700","0.590","952.900","","0.000","-99.000","-99.000","-99.000","28.700","","24.200",""
"C0S900","2019-10-01 08:00:00","27.000","258.000","5.600","27.500","0.790","1004.400","","0.000","12.400","271.000","","27.700","","26.900",""
"C0C480","2019-10-01 08:00:00","105.000","271.000","0.700","23.900","0.910","995.700","","16.500","6.500","281.000","","24.100","","23.000",""
"C0V720","2019-10-01 08:00:00","15.000","356.000","3.000","28.200","0.700","1007.900","","0.000","-99.000","-99.000","-99.000","28.200","","25.800",""
"C0UA60","2019-10-01 08:00:00","566.000","169.000","0.700","25.600","0.790","942.800","","0.500","-99.000","-99.000","-99.000","25.600","","21.000",""
"C0A980","2019-10-01 08:00:00","11.000","266.000","2.000","23.700","0.940","1006.400","","11.500","8.200","277.000","","24.700","","23.400",""
"C0C670","2019-10-01 08:00:00","250.000","219.000","3.600","22.200","0.920","980.200","","24.500","-99.000","-99.000","-99.000","22.700","","21.900",""
"C0K550","2019-10-01 08:00:00","15.000","103.000","1.000","27.500","0.760","1008.400","","0.000","-99.000","-99.000","-99.000","27.700","","24.400",""
"C0R350","2019-10-01 08:00:00","35.000","309.000","5.500","26.800","0.760","1004.400","","0.000","11.200","295.000","","26.800","","25.600",""
"C0T9F0","2019-10-01 08:00:00","251.000","138.000","0.400","27.500","0.890","977.100","","0.000","-99.000","-99.000","-99.000","27.500","","22.900",""
"C0D390","2019-10-01 08:00:00","146.000","0.000","0.000","23.100","0.960","990.500","","35.500","-99.000","-99.000","-99.000","23.100","","22.500",""
"C0E430","2019-10-01 08:00:00","258.000","0.000","0.200","22.100","0.980","983.500","","71.500","-99.000","-99.000","-99.000","22.400","","21.500",""
"C0O990","2019-10-01 08:00:00","18.000","8.000","2.100","27.100","0.890","1007.500","","1.000","-99.000","-99.000","-99.000","27.100","","24.100",""
"CM0010","2019-10-01 08:00:00","68.000","233.000","2.200","23.500","0.860","999.900","","15.500","-99.000","-99.000","-99.000","24.400","","23.300",""
"C0K500","2019-10-01 08:00:00","12.000","85.000","1.300","26.500","0.830","1007.300","","0.000","-99.000","-99.000","-99.000","26.500","","24.400",""
"C0X260","2019-10-01 08:00:00","39.000","58.000","2.300","26.300","0.810","1005.900","","0.500","-99.000","-99.000","-99.000","26.300","","24.000",""
"C0ACA0","2019-10-01 08:00:00","25.000","250.000","1.800","23.800","0.910","1003.300","","10.000","8.800","280.000","","24.400","","23.300",""
"C0X180","2019-10-01 08:00:00","62.000","359.000","1.300","26.200","0.890","1002.400","","0.000","-99.000","-99.000","-99.000","26.200","","24.000",""
"C0F930","2019-10-01 08:00:00","100.000","117.000","0.400","25.000","1.000","997.700","","4.000","-99.000","-99.000","-99.000","25.000","","23.900",""
"C0I010","2019-10-01 08:00:00","1562.000","253.000","0.900","16.200","0.980","846.100","","7.000","-99.000","-99.000","-99.000","16.700","","15.900",""
"C0R190","2019-10-01 08:00:00","32.000","335.000","2.500","25.400","0.920","1005.200","","0.000","-99.000","-99.000","-99.000","25.600","","24.100",""
"C0E420","2019-10-01 08:00:00","19.000","146.000","1.800","23.400","0.920","1004.600","","15.500","-99.000","-99.000","-99.000","24.400","","22.800",""
"C0E730","2019-10-01 08:00:00","26.000","168.000","0.900","23.500","0.910","1004.500","","17.500","-99.000","-99.000","-99.000","24.900","","23.100",""
"C0V810","2019-10-01 08:00:00","32.000","354.000","4.400","27.300","0.870","1004.900","","0.000","-99.000","-99.000","-99.000","27.300","","24.800",""
"C0A9C0","2019-10-01 08:00:00","35.000","293.000","1.500","23.700","0.910","1003.500","","22.500","-99.000","-99.000","-99.000","24.400","","23.400",""
"C0X310","2019-10-01 08:00:00","9.000","26.000","2.900","26.400","0.780","1009.700","","0.000","-99.000","-99.000","-99.000","26.400","","25.100",""
"C0K280","2019-10-01 08:00:00","23.000","98.000","1.600","27.200","0.780","1009.200","","0.000","-99.000","-99.000","-99.000","27.200","","24.300",""
"C0M650","2019-10-01 08:00:00","20.000","47.000","1.700","26.800","0.730","1007.900","","0.000","-99.000","-99.000","-99.000","26.800","","24.600",""
"C0S910","2019-10-01 08:00:00","212.000","273.000","9.800","25.500","0.910","982.400","","0.000","19.500","247.000","","26.000","","24.800",""
"C0D570","2019-10-01 08:00:00","15.000","170.000","0.700","23.800","1.000","1006.900","","7.500","-99.000","-99.000","-99.000","24.200","","23.000",""
"C0M710","2019-10-01 08:00:00","15.000","65.000","0.300","27.000","0.740","1008.300","","0.000","-99.000","-99.000","-99.000","27.300","","25.000",""
"C0V490","2019-10-01 08:00:00","20.000","4.000","4.100","27.500","0.730","1007.700","","0.000","-99.000","-99.000","-99.000","27.500","","25.100",""
"C0C670","2019-10-01 09:00:00","250.000","213.000","2.600","23.500","0.820","980.300","","24.500","7.800","225.000","","23.500","","21.900",""
"C0A560","2019-10-01 09:00:00","405.000","343.000","1.700","22.800","1.000","961.500","","79.000","-99.000","-99.000","-99.000","22.800","","20.600",""
"C0X190","2019-10-01 09:00:00","10.000","356.000","2.200","28.000","0.730","1008.900","","0.000","-99.000","-99.000","-99.000","28.000","","25.300",""
"C0S950","2019-10-01 09:00:00","415.000","201.000","0.500","27.200","0.780","959.300","","0.000","-99.000","-99.000","-99.000","27.200","","21.600",""
"C0A880","2019-10-01 09:00:00","6.000","301.000","2.800","25.000","0.790","1003.000","","-99.000","11.000","296.000","","25.200","","21.900",""
"C0M670","2019-10-01 09:00:00","43.000","62.000","1.300","27.400","0.740","1005.100","","2.500","-99.000","-99.000","-99.000","27.400","","23.600",""
"C0Z061","2019-10-01 09:00:00","174.000","320.000","1.300","26.600","0.980","989.800","","0.000","-99.000","-99.000","-99.000","26.700","","21.600",""
"C0M730","2019-10-01 09:00:00","40.000","0.000","0.000","28.000","0.720","1005.400","","4.500","-99.000","-99.000","-99.000","28.100","","23.600",""
"C0U750","2019-10-01 09:00:00","398.000","302.000","2.000","23.000","0.860","961.100","","1.500","8.000","272.000","","23.200","","20.200",""
"C0A650","2019-10-01 09:00:00","287.000","237.000","2.800","-99.000","-99.000","973.800","","61.000","11.000","236.000","","-999.000","","-999.000",""
"C0K400","2019-10-01 09:00:00","65.000","15.000","0.400","27.200","0.760","1003.900","","8.000","-99.000","-99.000","-99.000","27.200","","23.300",""
"C0I370","2019-10-01 09:00:00","671.000","262.000","1.300","21.900","0.860","937.200","","10.000","-99.000","-99.000","-99.000","22.300","","20.400",""
"C0S750","2019-10-01 09:00:00","2280.000","155.000","0.800","16.400","0.760","771.600","","0.000","-99.000","-99.000","-99.000","16.800","","13.700",""
"C0R650","2019-10-01 09:00:00","29.000","338.000","5.000","28.700","0.650","1007.900","","0.000","11.400","342.000","","28.700","","25.500",""
"C0E740","2019-10-01 09:00:00","27.000","205.000","1.000","24.400","0.940","1005.600","","17.000","-99.000","-99.000","-99.000","24.400","","22.900",""
"C0AI20","2019-10-01 09:00:00","25.000","218.000","5.400","25.200","0.990","1003.300","","12.500","14.200","219.000","","25.200","","23.200",""
"C0E550","2019-10-01 09:00:00","84.000","182.000","3.000","24.300","0.870","1001.000","","28.500","-99.000","-99.000","-99.000","24.300","","22.400",""
"C0X060","2019-10-01 09:00:00","19.000","51.000","1.300","27.600","0.740","1010.000","","3.500","-99.000","-99.000","-99.000","28.100","","23.800",""
"C1R320","2019-10-01 09:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2019-10-01 09:00:00","31.000","9.000","4.400","29.000","0.620","1006.700","","0.000","10.300","19.000","","29.000","","25.600",""
"C0AC60","2019-10-01 09:00:00","55.000","224.000","4.300","24.900","0.920","1001.800","","14.000","9.300","224.000","","24.900","","23.200",""
"C0UA70","2019-10-01 09:00:00","547.000","261.000","6.700","20.900","0.990","944.500","","17.000","19.700","280.000","","20.900","","20.000",""
"C0G740","2019-10-01 09:00:00","24.000","115.000","1.400","27.300","0.710","1007.700","","0.500","-99.000","-99.000","-99.000","27.300","","24.000",""
"C0F9N0","2019-10-01 09:00:00","75.000","135.000","1.700","26.200","0.840","1001.800","","7.500","-99.000","-99.000","-99.000","26.200","","24.400",""
"C0F9T0","2019-10-01 09:00:00","111.000","174.000","1.300","26.100","0.830","997.700","","3.500","-99.000","-99.000","-99.000","26.100","","23.600",""
"C0S710","2019-10-01 09:00:00","382.000","25.000","1.600","25.300","0.820","964.600","","0.000","-99.000","-99.000","-99.000","25.300","","20.100",""
"C0M680","2019-10-01 09:00:00","37.000","76.000","0.900","27.900","0.720","1007.800","","1.000","-99.000","-99.000","-99.000","28.000","","24.100",""
"C0X220","2019-10-01 09:00:00","26.000","202.000","0.800","27.100","0.710","1007.600","","0.000","-99.000","-99.000","-99.000","27.100","","24.800",""
"C0R560","2019-10-01 09:00:00","22.000","318.000","5.400","28.300","0.660","1007.800","","0.000","11.300","311.000","","28.300","","25.000",""
"C0F9P0","2019-10-01 09:00:00","26.000","170.000","2.300","26.300","0.840","1007.400","","4.000","-99.000","-99.000","-99.000","26.300","","24.200",""
"C0O970","2019-10-01 09:00:00","71.000","17.000","1.400","27.900","0.840","1003.100","","0.500","-99.000","-99.000","-99.000","28.000","","23.700",""
"C0F0B0","2019-10-01 09:00:00","311.000","112.000","2.000","23.600","0.900","975.300","","13.000","-99.000","-99.000","-99.000","23.600","","22.200",""
"C0R700","2019-10-01 09:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2019-10-01 09:00:00","34.000","285.000","5.600","27.600","0.740","1004.100","","0.500","16.200","277.000","","27.600","","25.400",""
"C0C660","2019-10-01 09:00:00","176.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA10","2019-10-01 09:00:00","411.000","47.000","2.200","27.100","0.830","960.500","","0.000","-99.000","-99.000","-99.000","27.100","","21.100",""
"C0M740","2019-10-01 09:00:00","15.000","69.000","0.800","27.700","0.700","1008.000","","2.500","-99.000","-99.000","-99.000","27.700","","24.200",""
"C0K460","2019-10-01 09:00:00","60.000","33.000","1.100","26.800","0.750","1002.900","","1.000","-99.000","-99.000","-99.000","26.800","","23.800",""
"C0X100","2019-10-01 09:00:00","10.000","350.000","2.800","28.600","0.600","1007.700","","0.000","-99.000","-99.000","-99.000","28.600","","25.700",""
"C1R440","2019-10-01 09:00:00","1654.000","348.000","4.200","15.700","1.000","831.300","","10.000","13.200","352.000","","16.500","","15.500",""
"C0K560","2019-10-01 09:00:00","117.000","126.000","0.700","26.300","0.790","998.200","","27.000","-99.000","-99.000","-99.000","26.300","","22.800",""
"C0R150","2019-10-01 09:00:00","105.000","66.000","0.400","28.000","0.990","997.200","","0.500","-99.000","-99.000","-99.000","28.000","","23.300",""
"C0S690","2019-10-01 09:00:00","522.000","23.000","1.600","27.900","0.790","948.600","","0.000","-99.000","-99.000","-99.000","27.900","","24.200",""
"C0U870","2019-10-01 09:00:00","474.000","303.000","3.900","25.300","0.660","953.200","","16.500","11.200","277.000","","25.300","","21.200",""
"C0A520","2019-10-01 09:00:00","48.000","257.000","2.600","25.200","0.930","1003.000","","21.000","7.700","248.000","","25.200","","23.200",""
"C0X130","2019-10-01 09:00:00","27.000","63.000","1.900","27.900","0.830","1007.300","","1.000","-99.000","-99.000","-99.000","28.200","","25.000",""
"C0V400","2019-10-01 09:00:00","56.000","15.000","6.500","27.500","0.730","1003.300","","0.000","-99.000","-99.000","-99.000","27.500","","24.600",""
"C0UA40","2019-10-01 09:00:00","1121.000","182.000","3.400","23.700","0.730","884.800","","1.000","9.900","180.000","","23.700","","17.500",""
"C0G720","2019-10-01 09:00:00","50.000","107.000","1.500","26.500","0.720","1004.200","","3.000","-99.000","-99.000","-99.000","26.500","","23.900",""
"C0G890","2019-10-01 09:00:00","24.000","150.000","2.300","27.400","0.810","1006.800","","2.500","-99.000","-99.000","-99.000","27.400","","24.300",""
"C0I540","2019-10-01 09:00:00","3344.000","279.000","9.600","7.400","1.000","680.700","","-99.000","17.100","283.000","","8.300","","6.500",""
"C0K390","2019-10-01 09:00:00","31.000","115.000","2.000","26.900","0.770","1006.800","","2.500","-99.000","-99.000","-99.000","26.900","","23.900",""
"C0T9A0","2019-10-01 09:00:00","498.000","0.000","0.100","24.300","0.990","951.600","","0.000","-99.000","-99.000","-99.000","24.800","","21.500",""
"C0AH40","2019-10-01 09:00:00","426.000","238.000","2.400","21.800","1.000","959.700","","51.500","8.600","254.000","","22.700","","21.300",""
"C0X280","2019-10-01 09:00:00","22.000","69.000","0.900","27.400","0.730","1008.500","","0.000","-99.000","-99.000","-99.000","27.400","","25.200",""
"C0V620","2019-10-01 09:00:00","18.000","344.000","1.800","28.800","0.610","1008.400","","0.000","-99.000","-99.000","-99.000","28.800","","25.000",""
"C0H960","2019-10-01 09:00:00","120.000","181.000","2.500","25.800","0.920","995.500","","10.000","-99.000","-99.000","-99.000","25.800","","23.500",""
"C0M530","2019-10-01 09:00:00","1385.000","225.000","0.500","18.500","0.990","867.400","","19.500","-99.000","-99.000","-99.000","18.900","","16.700",""
"C0Z150","2019-10-01 09:00:00","27.000","17.000","2.600","28.700","0.780","1003.400","","0.000","-99.000","-99.000","-99.000","28.700","","23.700",""
"C0S840","2019-10-01 09:00:00","22.000","260.000","2.100","31.200","0.580","1004.800","","0.000","7.700","228.000","","31.200","","26.500",""
"C0H9A0","2019-10-01 09:00:00","1595.000","109.000","1.100","17.500","0.990","845.000","","25.000","-99.000","-99.000","-99.000","17.500","","15.700",""
"C0Z300","2019-10-01 09:00:00","182.000","342.000","0.500","26.600","0.960","987.200","","0.000","-99.000","-99.000","-99.000","26.600","","21.000",""
"C0G730","2019-10-01 09:00:00","27.000","120.000","1.500","26.900","0.760","1007.900","","1.500","-99.000","-99.000","-99.000","26.900","","23.800",""
"C0V730","2019-10-01 09:00:00","33.000","356.000","4.000","28.700","0.690","1007.000","","0.000","-99.000","-99.000","-99.000","28.700","","25.200",""
"C0SA00","2019-10-01 09:00:00","466.000","116.000","4.100","25.400","0.910","953.800","","0.000","-99.000","-99.000","-99.000","28.700","","24.200",""
"C0S900","2019-10-01 09:00:00","27.000","267.000","5.700","28.100","0.750","1004.300","","0.000","14.300","258.000","","28.100","","26.900",""
"C0C480","2019-10-01 09:00:00","105.000","236.000","0.600","25.200","0.820","996.000","","17.000","-99.000","-99.000","-99.000","25.200","","23.000",""
"C0V720","2019-10-01 09:00:00","15.000","358.000","2.400","29.200","0.640","1008.400","","0.000","9.900","330.000","","29.200","","25.800",""
"C0UA60","2019-10-01 09:00:00","566.000","181.000","2.000","27.400","0.770","942.600","","0.500","-99.000","-99.000","-99.000","27.400","","21.000",""
"C0A980","2019-10-01 09:00:00","11.000","226.000","1.400","24.800","0.890","1006.900","","11.500","-99.000","-99.000","-99.000","24.800","","23.400",""
"C0K550","2019-10-01 09:00:00","15.000","116.000","0.600","28.700","0.690","1009.000","","0.000","-99.000","-99.000","-99.000","28.800","","24.400",""
"C0R350","2019-10-01 09:00:00","35.000","302.000","5.500","28.200","0.730","1004.200","","0.000","14.400","307.000","","28.200","","25.600",""
"C0T9F0","2019-10-01 09:00:00","251.000","41.000","0.500","26.300","0.850","978.100","","0.000","-99.000","-99.000","-99.000","27.800","","22.900",""
"C0D390","2019-10-01 09:00:00","146.000","211.000","0.300","23.700","0.870","991.100","","35.500","-99.000","-99.000","-99.000","23.700","","22.500",""
"C0E430","2019-10-01 09:00:00","258.000","209.000","1.300","22.500","0.940","984.100","","72.000","-99.000","-99.000","-99.000","22.500","","21.500",""
"C0O990","2019-10-01 09:00:00","18.000","26.000","2.800","27.900","0.720","1008.200","","1.000","-99.000","-99.000","-99.000","28.100","","24.100",""
"CM0010","2019-10-01 09:00:00","68.000","229.000","4.100","25.100","0.770","999.800","","15.500","-99.000","-99.000","-99.000","25.100","","23.300",""
"C0K500","2019-10-01 09:00:00","12.000","90.000","1.300","27.000","0.800","1007.900","","0.000","-99.000","-99.000","-99.000","27.000","","24.400",""
"C0X260","2019-10-01 09:00:00","39.000","103.000","2.300","27.100","0.770","1006.600","","0.500","-99.000","-99.000","-99.000","27.200","","24.000",""
"C0ACA0","2019-10-01 09:00:00","25.000","247.000","1.400","24.700","0.880","1003.700","","10.000","7.100","264.000","","24.700","","23.300",""
"C0X180","2019-10-01 09:00:00","62.000","42.000","0.400","28.200","0.740","1003.000","","0.000","-99.000","-99.000","-99.000","28.200","","24.000",""
"C0F930","2019-10-01 09:00:00","100.000","131.000","0.800","25.700","1.000","998.200","","4.000","-99.000","-99.000","-99.000","25.700","","23.900",""
"C0I010","2019-10-01 09:00:00","1562.000","321.000","1.500","16.500","0.980","846.700","","7.500","-99.000","-99.000","-99.000","16.700","","15.900",""
"C0R190","2019-10-01 09:00:00","32.000","10.000","3.600","27.600","0.800","1005.500","","0.000","-99.000","-99.000","-99.000","27.600","","24.100",""
"C0E420","2019-10-01 09:00:00","19.000","145.000","2.500","25.300","0.790","1005.000","","15.500","-99.000","-99.000","-99.000","25.300","","22.800",""
"C0W160","2019-10-01 09:00:00","49.000","255.000","8.100","26.900","0.750","999.800","","0.000","-99.000","-99.000","-99.000","26.900","","25.400",""
"C0I460","2019-10-01 09:00:00","110.000","184.000","2.100","25.700","0.850","997.800","","11.500","-99.000","-99.000","-99.000","25.800","","23.800",""
"C0A9F0","2019-10-01 09:00:00","35.000","294.000","2.000","25.100","0.990","1004.000","","18.500","-99.000","-99.000","-99.000","25.100","","23.400",""
"C0F9A0","2019-10-01 09:00:00","425.000","0.000","0.000","23.200","0.980","962.500","","8.500","-99.000","-99.000","-99.000","23.200","","21.500",""
"C0O950","2019-10-01 09:00:00","4.000","357.000","0.500","27.900","0.720","1009.200","","0.000","-99.000","-99.000","-99.000","28.300","","25.500",""
"C0M760","2019-10-01 09:00:00","40.000","55.000","1.200","-99.000","0.700","1006.100","","4.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AH70","2019-10-01 09:00:00","34.000","282.000","2.500","25.700","0.740","1003.900","","10.500","10.200","270.000","","25.700","","23.700",""
"C0V250","2019-10-01 09:00:00","298.000","343.000","1.300","26.400","0.750","976.700","","2.000","-99.000","-99.000","-99.000","26.400","","21.700",""
"C0U980","2019-10-01 09:00:00","573.000","324.000","10.500","21.500","0.930","941.900","","19.500","21.000","317.000","","21.500","","20.200",""
"C0S740","2019-10-01 09:00:00","289.000","331.000","0.600","26.100","0.830","974.800","","0.000","-99.000","-99.000","-99.000","26.100","","20.200",""
"C0A940","2019-10-01 09:00:00","49.000","253.000","3.300","26.200","0.740","1000.700","","40.000","11.000","245.000","","26.200","","22.500",""
"C0A920","2019-10-01 09:00:00","196.000","234.000","6.000","23.800","1.000","983.200","","24.500","14.300","241.000","","23.800","","21.800",""
"C0T870","2019-10-01 09:00:00","135.000","251.000","0.700","27.300","0.800","990.800","","0.000","-99.000","-99.000","-99.000","27.300","","21.800",""
"C0O930","2019-10-01 09:00:00","69.000","17.000","1.100","25.800","0.820","1003.600","","2.500","-99.000","-99.000","-99.000","25.800","","22.300",""
"C0AI40","2019-10-01 09:00:00","37.000","224.000","2.400","24.800","0.830","1003.900","","11.500","-99.000","-99.000","-99.000","24.800","","23.500",""
"C0C460","2019-10-01 09:00:00","482.000","237.000","1.400","20.500","0.910","956.000","","64.000","-99.000","-99.000","-99.000","20.500","","19.900",""
"C0E520","2019-10-01 09:00:00","320.000","0.000","0.200","23.000","0.980","974.700","","23.500","-99.000","-99.000","-99.000","23.100","","21.700",""
"C0T9D0","2019-10-01 09:00:00","7.000","0.000","0.100","30.800","0.990","1005.400","","0.000","-99.000","-99.000","-99.000","30.800","","24.100",""
"C0I390","2019-10-01 09:00:00","1184.000","231.000","1.200","17.800","1.000","884.400","","11.000","-99.000","-99.000","-99.000","18.400","","17.700",""
"CM0170","2019-10-01 09:00:00","106.000","154.000","0.800","25.700","0.760","999.600","","26.500","-99.000","-99.000","-99.000","25.800","","22.600",""
"C0F860","2019-10-01 09:00:00","2215.000","214.000","2.000","14.300","1.000","779.100","","3.000","-99.000","-99.000","-99.000","14.300","","13.200",""
"C0U890","2019-10-01 09:00:00","116.000","279.000","4.900","28.500","0.700","993.700","","0.500","-99.000","-99.000","-99.000","28.500","","24.200",""
"C0G800","2019-10-01 09:00:00","15.000","177.000","2.300","27.500","0.750","1007.900","","1.000","-99.000","-99.000","-99.000","27.500","","24.100",""
"C0F850","2019-10-01 09:00:00","379.000","123.000","0.400","22.400","0.990","967.300","","17.500","-99.000","-99.000","-99.000","22.500","","21.300",""
"C0AH50","2019-10-01 09:00:00","275.000","242.000","4.400","23.900","0.990","976.500","","11.000","11.500","268.000","","23.900","","21.800",""
"C0Z160","2019-10-01 09:00:00","124.000","8.000","1.100","26.700","0.820","993.500","","0.000","-99.000","-99.000","-99.000","26.700","","18.900",""
"C0R540","2019-10-01 09:00:00","17.000","350.000","7.100","29.200","0.640","1006.900","","0.000","13.500","327.000","","29.200","","25.700",""
"C0K480","2019-10-01 09:00:00","56.000","119.000","0.700","27.100","0.740","1003.900","","1.000","-99.000","-99.000","-99.000","27.100","","23.800",""
"C0H890","2019-10-01 09:00:00","440.000","0.000","0.200","23.000","0.910","960.800","","9.000","-99.000","-99.000","-99.000","23.400","","21.500",""
"C0S770","2019-10-01 09:00:00","375.000","93.000","1.300","28.000","0.830","964.100","","0.000","-99.000","-99.000","-99.000","28.500","","24.500",""
"C0X230","2019-10-01 09:00:00","29.000","25.000","1.200","27.200","0.720","1008.600","","3.000","-99.000","-99.000","-99.000","27.300","","23.800",""
"C0B010","2019-10-01 09:00:00","38.000","258.000","9.100","25.000","0.890","999.700","","19.500","-99.000","-99.000","-99.000","25.000","","23.400",""
"C1R340","2019-10-01 09:00:00","230.000","-99.000","-99.000","-99.000","0.780","-99.000","","0.000","10.600","7.000","","-999.000","","-999.000",""
"C0R490","2019-10-01 09:00:00","49.000","340.000","5.300","28.200","0.660","1004.000","","0.000","-99.000","-99.000","-99.000","28.200","","25.000",""
"C0V440","2019-10-01 09:00:00","27.000","355.000","2.100","28.300","0.630","1006.700","","0.000","8.300","6.000","","28.600","","24.100",""
"C0SA40","2019-10-01 09:00:00","200.000","339.000","0.500","27.600","0.750","983.800","","0.000","-99.000","-99.000","-99.000","27.600","","21.300",""
"C0Z280","2019-10-01 09:00:00","224.000","0.000","0.100","26.300","0.920","982.700","","0.000","-99.000","-99.000","-99.000","26.300","","21.600",""
"C0Z070","2019-10-01 09:00:00","247.000","0.000","0.000","24.600","0.990","978.900","","0.500","-99.000","-99.000","-99.000","24.600","","21.200",""
"C0T9N0","2019-10-01 09:00:00","261.000","338.000","1.300","26.100","0.840","977.200","","0.000","-99.000","-99.000","-99.000","26.100","","20.700",""
"C0K470","2019-10-01 09:00:00","97.000","99.000","0.800","26.000","0.840","999.500","","16.500","-99.000","-99.000","-99.000","26.000","","22.700",""
"C0R720","2019-10-01 09:00:00","214.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V650","2019-10-01 09:00:00","28.000","10.000","4.600","29.000","0.550","1009.000","","0.000","-99.000","-99.000","-99.000","29.000","","25.300",""
"C0H9C0","2019-10-01 09:00:00","3402.000","316.000","1.300","8.800","1.000","675.400","","20.000","-99.000","-99.000","-99.000","9.200","","7.800",""
"C0U780","2019-10-01 09:00:00","15.000","321.000","4.100","28.600","0.580","1004.000","","2.000","9.500","316.000","","28.700","","23.600",""
"C0U760","2019-10-01 09:00:00","22.000","0.000","0.000","29.600","0.650","1003.600","","1.500","-99.000","-99.000","-99.000","29.600","","22.800",""
"C0X290","2019-10-01 09:00:00","10.000","59.000","0.900","27.200","0.730","1009.400","","0.000","-99.000","-99.000","-99.000","27.200","","25.300",""
