"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z080","2019-10-01 00:00:00","298.000","204.000","0.300","21.300","0.990","964.500","","59.500","-99.000","-99.000","-99.000","23.800","","20.700",""
"C0U770","2019-10-01 00:00:00","5.000","285.000","3.100","23.600","0.860","997.700","","149.000","-99.000","-99.000","-99.000","28.000","","23.000",""
"C0X190","2019-10-01 00:00:00","10.000","356.000","5.100","25.800","0.990","1001.600","","1.000","11.300","349.000","","30.600","","24.600",""
"C0Z210","2019-10-01 00:00:00","126.000","158.000","1.100","22.300","0.990","984.900","","91.000","-99.000","-99.000","-99.000","25.700","","21.700",""
"C0V690","2019-10-01 00:00:00","30.000","335.000","4.000","25.200","0.910","1000.000","","0.000","-99.000","-99.000","-99.000","30.000","","25.200",""
"C0M690","2019-10-01 00:00:00","33.000","2.000","5.100","25.200","0.840","998.600","","0.000","-99.000","-99.000","-99.000","31.000","","24.600",""
"C0F970","2019-10-01 00:00:00","145.000","357.000","3.800","23.600","0.850","985.000","","1.500","-99.000","-99.000","-99.000","30.800","","23.400",""
"C0C490","2019-10-01 00:00:00","157.000","308.000","6.700","22.600","0.990","982.700","","67.500","12.100","294.000","","26.500","","22.600",""
"C0X160","2019-10-01 00:00:00","26.000","334.000","4.200","25.600","0.880","1000.200","","0.500","-99.000","-99.000","-99.000","31.400","","25.000",""
"C0S760","2019-10-01 00:00:00","1621.000","343.000","2.600","19.300","0.690","829.000","","23.000","-99.000","-99.000","-99.000","20.900","","15.100",""
"C0O830","2019-10-01 00:00:00","127.000","333.000","2.300","24.400","0.920","988.400","","0.000","-99.000","-99.000","-99.000","31.100","","23.700",""
"C0A9A0","2019-10-01 00:00:00","24.000","279.000","4.700","23.700","0.970","993.900","","86.500","12.100","250.000","","27.300","","23.400",""
"C0AD50","2019-10-01 00:00:00","84.000","283.000","5.700","23.200","1.000","991.000","","63.000","14.800","283.000","","27.000","","23.200",""
"C0G620","2019-10-01 00:00:00","110.000","1.000","3.000","23.800","0.940","990.400","","0.000","8.500","347.000","","30.700","","23.600",""
"C0V310","2019-10-01 00:00:00","46.000","97.000","1.800","25.600","0.790","995.300","","0.000","-99.000","-99.000","-99.000","30.500","","24.400",""
"C0X110","2019-10-01 00:00:00","20.000","6.000","4.900","26.100","0.910","1000.900","","1.000","10.500","2.000","","31.400","","25.000",""
"C0S980","2019-10-01 00:00:00","901.000","264.000","4.600","21.700","0.890","899.700","","11.000","-99.000","-99.000","-99.000","23.800","","18.800",""
"C0R640","2019-10-01 00:00:00","21.000","339.000","8.000","26.500","0.840","1000.000","","0.000","-99.000","-99.000","-99.000","29.200","","26.400",""
"C0E810","2019-10-01 00:00:00","53.000","37.000","2.600","22.900","0.990","997.000","","5.500","8.300","34.000","","27.900","","22.800",""
"C0G830","2019-10-01 00:00:00","27.000","4.000","6.500","25.000","1.000","998.200","","0.000","11.700","10.000","","30.400","","24.200",""
"C0A550","2019-10-01 00:00:00","422.000","280.000","1.500","21.300","1.000","949.300","","254.500","8.200","247.000","","23.800","","20.700",""
"C0G750","2019-10-01 00:00:00","31.000","309.000","2.400","25.400","0.830","1000.200","","1.000","10.800","3.000","","30.200","","24.400",""
"C0Z270","2019-10-01 00:00:00","343.000","239.000","1.400","22.500","0.950","960.400","","57.000","-99.000","-99.000","-99.000","24.900","","21.100",""
"C0UA30","2019-10-01 00:00:00","1397.000","319.000","0.600","18.000","0.950","851.400","","236.000","-99.000","-99.000","-99.000","18.800","","16.100",""
"C0I080","2019-10-01 00:00:00","536.000","0.000","0.000","21.400","0.970","945.900","","7.000","-99.000","-99.000","-99.000","24.000","","20.700",""
"C0UA00","2019-10-01 00:00:00","392.000","196.000","0.600","21.500","0.990","956.800","","303.000","-99.000","-99.000","-99.000","22.800","","21.000",""
"C0AD40","2019-10-01 00:00:00","32.000","250.000","2.400","23.700","0.920","995.900","","63.000","-99.000","-99.000","-99.000","26.800","","23.400",""
"C0S660","2019-10-01 00:00:00","794.000","222.000","1.100","17.900","0.970","913.900","","32.500","-99.000","-99.000","-99.000","21.500","","17.900",""
"C0M640","2019-10-01 00:00:00","155.000","1.000","2.200","23.400","0.990","985.600","","4.500","-99.000","-99.000","-99.000","29.400","","23.300",""
"C0R660","2019-10-01 00:00:00","20.000","61.000","4.800","26.300","-99.000","999.900","","0.000","-99.000","-99.000","-99.000","28.600","","25.500",""
"C0UA10","2019-10-01 00:00:00","1711.000","112.000","1.100","15.000","1.000","822.700","","250.500","-99.000","-99.000","-99.000","16.600","","14.500",""
"C0V770","2019-10-01 00:00:00","26.000","334.000","2.700","24.700","0.990","999.300","","0.000","7.900","318.000","","30.100","","24.700",""
"C0E730","2019-10-01 00:00:00","26.000","26.000","1.000","23.800","0.920","998.900","","13.500","-99.000","-99.000","-99.000","28.000","","23.100",""
"C0V810","2019-10-01 00:00:00","32.000","319.000","7.500","24.700","1.000","997.600","","0.000","13.600","331.000","","29.900","","24.600",""
"C0A9C0","2019-10-01 00:00:00","35.000","316.000","4.100","24.000","0.900","992.200","","145.000","10.700","320.000","","27.600","","23.500",""
"C0X310","2019-10-01 00:00:00","9.000","349.000","14.400","26.200","0.810","1003.400","","1.500","-99.000","-99.000","-99.000","29.100","","24.700",""
"C0K280","2019-10-01 00:00:00","23.000","11.000","6.300","25.600","0.830","1002.800","","2.000","12.600","3.000","","32.900","","24.300",""
"C0M650","2019-10-01 00:00:00","20.000","354.000","6.100","25.800","0.790","1001.500","","0.000","13.200","5.000","","31.400","","24.800",""
"C0S910","2019-10-01 00:00:00","212.000","265.000","7.000","25.300","0.990","976.400","","17.000","17.100","276.000","","26.200","","22.500",""
"C0D570","2019-10-01 00:00:00","15.000","12.000","1.700","23.700","1.000","1001.300","","29.500","-99.000","-99.000","-99.000","27.700","","23.300",""
"C0M710","2019-10-01 00:00:00","15.000","354.000","8.500","25.900","0.810","1002.000","","4.000","15.300","3.000","","30.400","","24.500",""
"C0V490","2019-10-01 00:00:00","20.000","356.000","2.800","25.100","0.940","1000.400","","0.000","9.500","360.000","","30.500","","25.100",""
"C0E870","2019-10-01 00:00:00","34.000","43.000","2.000","23.900","0.960","1000.700","","17.500","-99.000","-99.000","-99.000","28.400","","23.600",""
"C0M800","2019-10-01 00:00:00","440.000","355.000","0.300","21.900","0.970","954.100","","4.500","-99.000","-99.000","-99.000","26.600","","21.100",""
"C0A570","2019-10-01 00:00:00","360.000","238.000","5.400","21.200","0.990","959.000","","159.500","11.500","231.000","","24.800","","21.100",""
"C0S790","2019-10-01 00:00:00","236.000","71.000","1.200","24.200","0.810","972.500","","17.500","-99.000","-99.000","-99.000","26.400","","20.900",""
"C0D590","2019-10-01 00:00:00","143.000","18.000","1.600","23.100","1.000","987.200","","36.000","-99.000","-99.000","-99.000","26.000","","22.800",""
"C0U990","2019-10-01 00:00:00","31.000","245.000","5.600","25.200","0.760","994.400","","63.000","-99.000","-99.000","-99.000","27.800","","23.500",""
"C0M700","2019-10-01 00:00:00","150.000","354.000","1.700","23.700","0.930","986.800","","4.000","7.100","2.000","","29.100","","23.200",""
"C0A970","2019-10-01 00:00:00","96.000","288.000","9.600","21.900","0.990","983.200","","80.500","18.600","296.000","","25.500","","21.500",""
"CM0110","2019-10-01 00:00:00","7.000","30.000","6.800","26.000","0.770","1002.600","","0.000","15.600","37.000","","30.500","","24.900",""
"C0S940","2019-10-01 00:00:00","150.000","262.000","1.400","24.100","0.930","980.600","","17.500","-99.000","-99.000","-99.000","26.800","","21.700",""
"C0X250","2019-10-01 00:00:00","33.000","12.000","5.000","25.600","0.830","999.400","","0.000","11.300","6.000","","31.700","","24.800",""
"C0K520","2019-10-01 00:00:00","10.000","354.000","5.100","25.400","0.840","1001.000","","0.500","13.100","348.000","","31.500","","24.600",""
"C0Z200","2019-10-01 00:00:00","153.000","57.000","1.300","22.800","0.990","981.800","","57.000","-99.000","-99.000","-99.000","27.400","","22.600",""
"C0V740","2019-10-01 00:00:00","60.000","340.000","4.800","25.400","0.860","996.000","","0.000","12.100","319.000","","30.400","","24.500",""
"C0V790","2019-10-01 00:00:00","410.000","204.000","2.000","23.000","0.950","955.300","","0.000","-99.000","-99.000","-99.000","28.100","","22.500",""
"C0O860","2019-10-01 00:00:00","38.000","348.000","2.700","24.700","0.990","998.000","","0.000","-99.000","-99.000","-99.000","30.800","","24.600",""
"C0U950","2019-10-01 00:00:00","1012.000","273.000","3.800","18.300","1.000","886.600","","200.000","13.800","297.000","","21.000","","17.500",""
"C0R260","2019-10-01 00:00:00","76.000","360.000","1.000","25.700","0.850","992.900","","0.000","-99.000","-99.000","-99.000","29.000","","24.400",""
"C0X270","2019-10-01 00:00:00","33.000","10.000","3.500","24.000","0.990","1000.300","","0.500","-99.000","-99.000","-99.000","32.400","","23.900",""
"C0G880","2019-10-01 00:00:00","92.000","340.000","1.900","24.300","0.870","992.800","","0.500","-99.000","-99.000","-99.000","29.300","","24.100",""
"C0R520","2019-10-01 00:00:00","18.000","325.000","3.200","26.000","0.860","999.600","","0.000","-99.000","-99.000","-99.000","30.600","","25.600",""
"C0O810","2019-10-01 00:00:00","161.000","12.000","4.100","24.700","0.970","987.100","","0.000","-99.000","-99.000","-99.000","29.500","","23.600",""
"C0E790","2019-10-01 00:00:00","344.000","1.000","4.000","23.100","0.930","963.300","","1.000","9.300","19.000","","29.900","","22.900",""
"C0F9Y0","2019-10-01 00:00:00","3313.000","2.000","2.600","7.500","1.000","679.900","","0.000","12.000","351.000","","9.400","","5.500",""
"C0S930","2019-10-01 00:00:00","248.000","0.000","0.100","21.700","0.970","970.600","","26.000","-99.000","-99.000","-99.000","27.500","","21.500",""
"C0M770","2019-10-01 00:00:00","164.000","11.000","3.800","23.900","1.000","984.200","","2.500","-99.000","-99.000","-99.000","29.200","","23.600",""
"C0R470","2019-10-01 00:00:00","103.000","306.000","1.000","24.800","0.990","990.500","","1.500","-99.000","-99.000","-99.000","30.300","","24.800",""
"C0W120","2019-10-01 00:00:00","58.000","340.000","10.100","24.700","0.850","998.600","","0.000","18.500","344.000","","26.400","","24.300",""
"C0V350","2019-10-01 00:00:00","36.000","317.000","3.300","25.400","0.870","998.800","","0.000","-99.000","-99.000","-99.000","32.000","","24.000",""
"CM0160","2019-10-01 00:00:00","196.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V500","2019-10-01 00:00:00","6.000","352.000","2.100","25.400","0.920","1000.700","","0.000","-99.000","-99.000","-99.000","29.700","","25.400",""
"C0SA30","2019-10-01 00:00:00","92.000","302.000","1.400","24.200","0.910","988.100","","21.000","-99.000","-99.000","-99.000","28.000","","23.900",""
"C0U710","2019-10-01 00:00:00","1942.000","269.000","2.100","13.200","0.990","799.200","","243.500","-99.000","-99.000","-99.000","14.900","","12.300",""
"C0Z100","2019-10-01 00:00:00","36.000","31.000","0.300","23.500","0.970","995.400","","59.500","-99.000","-99.000","-99.000","27.100","","22.900",""
"C0Z170","2019-10-01 00:00:00","199.000","257.000","0.300","22.400","0.990","977.500","","87.000","-99.000","-99.000","-99.000","26.900","","21.800",""
"C0K430","2019-10-01 00:00:00","30.000","347.000","4.000","25.400","0.830","1000.500","","0.000","10.000","355.000","","30.500","","24.600",""
"C0T9M0","2019-10-01 00:00:00","92.000","259.000","0.400","24.600","0.900","988.300","","54.500","-99.000","-99.000","-99.000","26.800","","21.700",""
"C0AI00","2019-10-01 00:00:00","188.000","296.000","6.500","22.700","1.000","976.700","","56.000","19.300","292.000","","27.000","","22.300",""
"C0AC40","2019-10-01 00:00:00","1079.000","330.000","15.600","18.300","0.990","877.100","","228.000","29.800","320.000","","20.500","","17.000",""
"C0F9M0","2019-10-01 00:00:00","230.000","19.000","2.500","22.900","0.980","976.400","","5.000","-99.000","-99.000","-99.000","29.600","","22.600",""
"C0U870","2019-10-01 00:00:00","474.000","295.000","3.500","21.900","0.870","944.700","","114.000","14.200","292.000","","24.400","","20.900",""
"C0S690","2019-10-01 00:00:00","522.000","266.000","1.300","25.800","0.670","940.200","","20.500","-99.000","-99.000","-99.000","25.800","","20.300",""
"C0R150","2019-10-01 00:00:00","105.000","261.000","1.500","25.100","0.990","988.800","","0.000","-99.000","-99.000","-99.000","30.500","","25.100",""
"C0K560","2019-10-01 00:00:00","117.000","15.000","0.900","24.500","0.880","990.500","","0.500","-99.000","-99.000","-99.000","29.700","","23.600",""
"C1R440","2019-10-01 00:00:00","1654.000","359.000","2.400","16.400","1.000","823.600","","1.500","11.800","15.000","","19.500","","15.900",""
"C0X100","2019-10-01 00:00:00","10.000","344.000","6.200","26.200","0.860","1000.300","","0.500","13.100","348.000","","31.400","","25.100",""
"C0K460","2019-10-01 00:00:00","60.000","17.000","4.900","24.900","0.850","995.300","","0.000","-99.000","-99.000","-99.000","29.600","","24.700",""
"C0M740","2019-10-01 00:00:00","15.000","358.000","4.400","25.900","0.800","1000.900","","0.000","10.500","334.000","","31.600","","25.100",""
"C0SA10","2019-10-01 00:00:00","411.000","346.000","1.100","21.700","0.960","952.600","","25.000","-99.000","-99.000","-99.000","24.900","","20.200",""
"C0C660","2019-10-01 00:00:00","176.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2019-10-01 00:00:00","34.000","271.000","6.900","26.700","0.860","998.700","","2.000","13.900","270.000","","28.300","","24.700",""
"C0R700","2019-10-01 00:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F0B0","2019-10-01 00:00:00","311.000","22.000","3.800","23.400","0.850","967.600","","0.500","-99.000","-99.000","-99.000","29.600","","21.900",""
"C0O970","2019-10-01 00:00:00","71.000","325.000","3.000","23.900","1.000","995.200","","0.000","-99.000","-99.000","-99.000","31.600","","23.800",""
"C0F9P0","2019-10-01 00:00:00","26.000","32.000","4.700","24.400","0.920","1000.500","","1.500","10.500","18.000","","28.900","","24.400",""
"C0R560","2019-10-01 00:00:00","22.000","302.000","4.400","25.700","0.830","999.800","","0.000","9.500","293.000","","30.100","","25.300",""
"C0X220","2019-10-01 00:00:00","26.000","159.000","6.600","25.700","0.800","1000.300","","2.500","11.700","131.000","","30.900","","24.300",""
"C0M680","2019-10-01 00:00:00","37.000","356.000","3.400","25.700","0.820","1000.600","","0.000","-99.000","-99.000","-99.000","31.500","","25.100",""
"C0S710","2019-10-01 00:00:00","382.000","26.000","1.200","20.300","0.960","956.500","","35.500","-99.000","-99.000","-99.000","23.900","","19.600",""
"C0F9T0","2019-10-01 00:00:00","111.000","335.000","2.800","23.800","0.920","989.900","","2.500","8.100","336.000","","31.000","","23.800",""
"C0F9N0","2019-10-01 00:00:00","75.000","1.000","1.400","25.300","0.840","993.800","","0.500","7.400","27.000","","31.300","","24.900",""
"C0G740","2019-10-01 00:00:00","24.000","351.000","5.600","25.800","0.820","1000.300","","1.000","10.800","344.000","","30.800","","24.600",""
"C0UA70","2019-10-01 00:00:00","547.000","271.000","7.600","20.500","0.990","934.000","","146.000","18.900","291.000","","23.600","","19.800",""
"C0AC60","2019-10-01 00:00:00","55.000","266.000","3.800","23.300","0.990","994.000","","69.500","9.300","265.000","","26.800","","23.300",""
"C0R510","2019-10-01 00:00:00","31.000","329.000","2.800","26.000","0.840","998.700","","0.000","-99.000","-99.000","-99.000","30.700","","25.600",""
"C1R320","2019-10-01 00:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X060","2019-10-01 00:00:00","19.000","353.000","7.900","25.500","0.830","1002.700","","1.000","14.600","348.000","","31.900","","24.300",""
"C0E550","2019-10-01 00:00:00","84.000","78.000","2.600","23.000","0.990","994.800","","21.500","-99.000","-99.000","-99.000","28.000","","22.900",""
"C0AI20","2019-10-01 00:00:00","25.000","341.000","16.900","23.100","0.990","993.100","","25.000","22.200","341.000","","26.100","","23.100",""
"C0E740","2019-10-01 00:00:00","27.000","70.000","1.100","23.700","0.980","999.200","","19.500","-99.000","-99.000","-99.000","28.100","","23.300",""
"C0R650","2019-10-01 00:00:00","29.000","326.000","3.300","25.600","0.960","1000.000","","0.500","-99.000","-99.000","-99.000","30.700","","24.900",""
"C0S750","2019-10-01 00:00:00","2280.000","21.000","1.300","16.700","0.720","765.800","","22.000","-99.000","-99.000","-99.000","17.400","","12.200",""
"C0I370","2019-10-01 00:00:00","671.000","255.000","1.800","21.100","0.960","929.300","","1.000","-99.000","-99.000","-99.000","26.000","","20.200",""
"C0K400","2019-10-01 00:00:00","65.000","5.000","2.400","24.700","0.990","996.300","","0.000","-99.000","-99.000","-99.000","29.500","","24.500",""
"C0A650","2019-10-01 00:00:00","287.000","231.000","5.000","-99.000","-99.000","963.500","","254.000","10.400","250.000","","-999.000","","-999.000",""
"C0U750","2019-10-01 00:00:00","398.000","269.000","7.100","20.200","1.000","950.500","","27.000","15.400","239.000","","23.800","","19.900",""
"C0M730","2019-10-01 00:00:00","40.000","350.000","3.200","24.700","0.850","997.900","","0.500","10.100","356.000","","30.600","","24.500",""
"C0Z061","2019-10-01 00:00:00","174.000","121.000","0.500","22.200","0.990","981.600","","103.000","-99.000","-99.000","-99.000","25.200","","21.900",""
"C0M670","2019-10-01 00:00:00","43.000","360.000","4.900","25.100","0.860","997.600","","0.000","-99.000","-99.000","-99.000","30.300","","24.900",""
"C0A880","2019-10-01 00:00:00","6.000","283.000","3.200","22.200","0.990","991.400","","-99.000","8.800","272.000","","25.900","","21.800",""
"C0S950","2019-10-01 00:00:00","415.000","205.000","1.900","21.600","0.990","951.500","","18.000","-99.000","-99.000","-99.000","27.000","","21.500",""
"C0G770","2019-10-01 00:00:00","15.000","13.000","3.400","26.200","0.920","1000.600","","0.000","10.900","355.000","","30.800","","25.200",""
"C0G860","2019-10-01 00:00:00","45.000","350.000","3.800","25.200","0.860","995.700","","0.000","-99.000","-99.000","-99.000","31.000","","25.200",""
"C0F0A0","2019-10-01 00:00:00","3587.000","66.000","4.200","6.100","1.000","657.900","","33.500","9.400","43.000","","8.000","","4.200",""
"C0Z250","2019-10-01 00:00:00","1124.000","310.000","1.300","18.700","0.860","878.100","","63.500","-99.000","-99.000","-99.000","21.800","","17.700",""
"C0K440","2019-10-01 00:00:00","35.000","342.000","9.800","25.300","0.840","999.000","","0.000","15.200","343.000","","30.400","","24.500",""
"C0T900","2019-10-01 00:00:00","160.000","0.000","0.000","22.400","0.900","978.600","","64.000","-99.000","-99.000","-99.000","26.900","","21.500",""
"C0V800","2019-10-01 00:00:00","256.000","69.000","0.600","24.800","0.890","971.300","","0.000","-99.000","-99.000","-99.000","28.600","","23.500",""
"C0R140","2019-10-01 00:00:00","740.000","314.000","1.900","20.700","1.000","922.800","","0.500","-99.000","-99.000","-99.000","24.600","","20.700",""
"C0K410","2019-10-01 00:00:00","20.000","360.000","4.300","25.900","0.810","1000.000","","0.000","11.800","360.000","","31.500","","25.100",""
"C0F000","2019-10-01 00:00:00","273.000","14.000","4.100","22.000","1.000","970.200","","4.000","11.400","37.000","","29.100","","22.000",""
"C0W150","2019-10-01 00:00:00","42.000","345.000","2.200","29.100","0.520","1003.200","","0.000","-99.000","-99.000","-99.000","33.100","","27.300",""
"C0AH90","2019-10-01 00:00:00","660.000","119.000","2.100","20.400","0.960","928.300","","172.000","7.600","234.000","","22.700","","20.200",""
"C0F9K0","2019-10-01 00:00:00","30.000","31.000","4.100","24.000","0.910","998.000","","4.000","10.100","37.000","","28.600","","24.000",""
"C0H990","2019-10-01 00:00:00","3076.000","215.000","4.500","9.400","0.990","699.800","","49.000","-99.000","-99.000","-99.000","10.400","","6.600",""
"C0V260","2019-10-01 00:00:00","126.000","352.000","1.500","25.500","0.850","987.900","","0.000","-99.000","-99.000","-99.000","30.400","","24.000",""
"C0S970","2019-10-01 00:00:00","19.000","297.000","2.100","30.200","0.560","994.400","","14.000","-99.000","-99.000","-99.000","30.700","","23.000",""
"C0U940","2019-10-01 00:00:00","25.000","266.000","2.900","24.300","0.790","995.100","","72.500","-99.000","-99.000","-99.000","26.700","","22.800",""
"C0A860","2019-10-01 00:00:00","362.000","341.000","3.100","21.400","1.000","955.000","","127.500","13.200","311.000","","24.400","","21.100",""
"C0I480","2019-10-01 00:00:00","2165.000","124.000","0.600","13.900","0.990","781.500","","23.500","-99.000","-99.000","-99.000","17.100","","12.600",""
"CM0150","2019-10-01 00:00:00","11.000","2.000","1.000","23.300","0.860","995.900","","30.000","-99.000","-99.000","-99.000","29.400","","22.800",""
"C0X080","2019-10-01 00:00:00","2.000","4.000","5.800","25.700","0.860","1003.100","","3.500","13.200","13.000","","32.200","","24.300",""
"C0AH00","2019-10-01 00:00:00","38.000","237.000","2.600","23.900","1.000","991.900","","133.000","8.800","224.000","","26.500","","23.400",""
"C0AD00","2019-10-01 00:00:00","86.000","352.000","6.700","23.600","0.960","987.800","","64.500","16.700","346.000","","26.600","","23.500",""
"C0O900","2019-10-01 00:00:00","9.000","2.000","6.500","25.100","0.990","1002.000","","1.000","11.700","7.000","","31.600","","24.700",""
"C0R570","2019-10-01 00:00:00","37.000","80.000","2.700","25.800","0.850","996.600","","0.000","-99.000","-99.000","-99.000","30.700","","25.300",""
"C0V760","2019-10-01 00:00:00","30.000","360.000","3.500","25.300","0.910","999.800","","0.000","8.700","353.000","","31.200","","25.200",""
"C0T9I0","2019-10-01 00:00:00","152.000","211.000","0.900","23.000","0.920","981.500","","70.000","-99.000","-99.000","-99.000","25.800","","21.800",""
"C0O980","2019-10-01 00:00:00","18.000","353.000","2.700","24.900","0.910","1001.800","","0.000","8.200","35.000","","32.300","","24.300",""
"C0R270","2019-10-01 00:00:00","51.000","339.000","5.600","25.600","0.940","994.800","","0.000","12.700","341.000","","30.100","","25.300",""
"C0T9H0","2019-10-01 00:00:00","725.000","178.000","1.300","21.800","0.990","920.000","","60.500","-99.000","-99.000","-99.000","22.600","","18.200",""
"C0A660","2019-10-01 00:00:00","97.000","307.000","3.300","21.900","1.000","983.400","","108.500","13.700","331.000","","25.000","","21.600",""
"C0A890","2019-10-01 00:00:00","40.000","271.000","1.900","22.900","0.980","989.100","","176.500","10.400","260.000","","26.400","","22.500",""
"C0O840","2019-10-01 00:00:00","134.000","344.000","1.700","23.200","1.000","986.100","","0.500","7.200","323.000","","30.200","","23.200",""
"C0R530","2019-10-01 00:00:00","16.000","341.000","7.300","25.100","0.790","999.500","","0.000","-99.000","-99.000","-99.000","28.800","","25.100",""
"C0G870","2019-10-01 00:00:00","12.000","4.000","4.600","26.100","0.860","1002.500","","1.000","10.700","9.000","","30.900","","24.700",""
"C0M820","2019-10-01 00:00:00","980.000","0.000","0.000","19.000","0.920","897.100","","3.500","-99.000","-99.000","-99.000","22.900","","18.700",""
"C0F9S0","2019-10-01 00:00:00","43.000","354.000","5.200","24.700","0.840","997.500","","0.500","13.000","344.000","","31.500","","24.600",""
"C0R160","2019-10-01 00:00:00","45.000","334.000","2.700","25.300","0.990","995.900","","0.000","-99.000","-99.000","-99.000","30.300","","24.500",""
"C0A950","2019-10-01 00:00:00","60.000","282.000","23.800","22.500","0.980","982.900","","96.000","30.300","301.000","","26.300","","22.100",""
"C0F9L0","2019-10-01 00:00:00","253.000","29.000","2.700","23.700","0.910","973.800","","6.000","8.000","49.000","","29.500","","23.500",""
"C0R550","2019-10-01 00:00:00","38.000","334.000","2.900","26.200","0.870","997.900","","0.000","-99.000","-99.000","-99.000","29.800","","24.800",""
"C0V530","2019-10-01 00:00:00","34.000","350.000","5.500","24.700","1.000","998.300","","0.000","12.600","2.000","","31.400","","24.300",""
"C0F9U0","2019-10-01 00:00:00","74.000","49.000","1.800","25.000","0.860","993.900","","1.000","9.500","55.000","","31.700","","24.700",""
"C0Z290","2019-10-01 00:00:00","946.000","190.000","0.400","19.000","0.990","896.600","","147.500","-99.000","-99.000","-99.000","20.500","","17.300",""
"CM0120","2019-10-01 00:00:00","4.000","32.000","7.100","26.200","0.750","1002.800","","0.000","-99.000","-99.000","-99.000","30.100","","25.400",""
"C0G760","2019-10-01 00:00:00","53.000","352.000","2.800","24.700","0.990","998.900","","0.000","-99.000","-99.000","-99.000","30.100","","24.600",""
"C0K450","2019-10-01 00:00:00","35.000","8.000","4.100","25.000","0.820","998.300","","0.000","-99.000","-99.000","-99.000","29.800","","24.700",""
"C0E820","2019-10-01 00:00:00","220.000","35.000","1.900","21.800","0.960","978.600","","24.500","-99.000","-99.000","-99.000","26.500","","21.800",""
"C0A530","2019-10-01 00:00:00","300.000","247.000","3.400","21.600","0.990","963.200","","244.500","9.900","252.000","","25.400","","21.100",""
"C0M520","2019-10-01 00:00:00","15.000","15.000","7.600","25.900","0.780","1001.100","","0.000","14.000","14.000","","31.500","","24.900",""
"C0K240","2019-10-01 00:00:00","1132.000","17.000","0.800","18.600","0.990","883.200","","10.500","-99.000","-99.000","-99.000","23.900","","18.600",""
"C0V210","2019-10-01 00:00:00","734.000","0.000","0.200","20.100","0.910","922.800","","5.500","-99.000","-99.000","-99.000","24.100","","19.500",""
"C0Z320","2019-10-01 00:00:00","646.000","288.000","1.300","18.500","1.000","927.500","","86.500","-99.000","-99.000","-99.000","22.900","","18.500",""
"C0R600","2019-10-01 00:00:00","766.000","300.000","2.300","21.000","0.990","917.600","","0.500","-99.000","-99.000","-99.000","25.500","","21.000",""
"C0C650","2019-10-01 00:00:00","208.000","307.000","0.500","21.300","0.940","977.900","","21.500","-99.000","-99.000","-99.000","24.800","","21.300",""
"C0F9I0","2019-10-01 00:00:00","194.000","12.000","3.200","22.800","0.960","980.500","","7.000","10.400","1.000","","29.500","","22.700",""
"C0T820","2019-10-01 00:00:00","550.000","300.000","0.300","20.300","0.990","942.400","","135.000","-99.000","-99.000","-99.000","22.300","","19.400",""
"C0S890","2019-10-01 00:00:00","238.000","0.000","0.100","21.600","1.000","974.200","","26.000","-99.000","-99.000","-99.000","26.000","","21.600",""
"C0G840","2019-10-01 00:00:00","32.000","12.000","2.800","25.000","0.880","996.900","","0.000","-99.000","-99.000","-99.000","30.700","","24.800",""
"C0V710","2019-10-01 00:00:00","34.000","332.000","5.600","24.900","0.890","998.300","","0.000","12.100","353.000","","30.200","","24.900",""
"C0X140","2019-10-01 00:00:00","17.000","352.000","3.000","26.300","0.840","1000.700","","1.500","9.000","3.000","","32.100","","25.200",""
"C0C680","2019-10-01 00:00:00","228.000","324.000","5.700","22.200","0.970","971.300","","56.000","12.100","302.000","","25.100","","22.000",""
"C0D360","2019-10-01 00:00:00","523.000","197.000","0.600","20.600","0.990","943.700","","66.000","-99.000","-99.000","-99.000","28.100","","20.500",""
"C0C710","2019-10-01 00:00:00","143.000","253.000","2.700","22.700","0.990","985.100","","84.500","-99.000","-99.000","-99.000","26.300","","22.400",""
"C0Z190","2019-10-01 00:00:00","62.000","350.000","0.700","24.300","0.990","990.600","","78.000","-99.000","-99.000","-99.000","26.700","","22.600",""
"C0Z020","2019-10-01 00:00:00","211.000","267.000","0.800","21.200","0.990","974.000","","57.500","-99.000","-99.000","-99.000","25.500","","20.800",""
"C0I380","2019-10-01 00:00:00","258.000","261.000","1.600","23.300","0.990","972.800","","1.000","-99.000","-99.000","-99.000","28.200","","22.700",""
"C0D560","2019-10-01 00:00:00","147.000","295.000","1.800","22.900","0.960","986.400","","19.000","-99.000","-99.000","-99.000","26.900","","22.900",""
"C0Z220","2019-10-01 00:00:00","589.000","260.000","2.300","21.600","0.920","934.900","","216.000","-99.000","-99.000","-99.000","22.700","","19.500",""
